effect,obs,comp,fe,idx
-0.0646750000000005,200,1,product_code,P314
-0.00467500000000043,200,1,product_code,P315
0.0453249999999995,200,1,product_code,P316
0.0753249999999995,200,1,product_code,P317
0.0153249999999995,200,1,product_code,P318
-0.0346750000000005,200,1,product_code,P319
0.135325,200,1,product_code,P32
0.0153249999999995,200,1,product_code,P320
0.0553249999999995,200,1,product_code,P321
0.0753249999999995,200,1,product_code,P322
0.0453249999999995,200,1,product_code,P323
0.0453249999999995,200,1,product_code,P324
0.00532499999999947,200,1,product_code,P325
-0.0546750000000006,200,1,product_code,P326
-0.0146750000000004,200,1,product_code,P327
-0.00467500000000048,200,1,product_code,P328
0.0753249999999995,200,1,product_code,P329
0.125325,200,1,product_code,P33
0.0653249999999994,200,1,product_code,P330
-0.0446750000000005,200,1,product_code,P331
0.0653249999999995,200,1,product_code,P332
0.0153249999999995,200,1,product_code,P333
0.0753249999999995,200,1,product_code,P334
0.0153249999999995,200,1,product_code,P335
0.0653249999999994,200,1,product_code,P336
0.0353249999999995,200,1,product_code,P337
0.0153249999999995,200,1,product_code,P338
0.0353249999999995,200,1,product_code,P339
0.125325,200,1,product_code,P34
0.0153249999999995,200,1,product_code,P340
0.0153249999999995,200,1,product_code,P341
0.0153249999999994,200,1,product_code,P342
-0.154675000000001,200,1,product_code,P343
-0.0746750000000005,200,1,product_code,P344
-0.414675,200,1,product_code,P345
-0.224675000000001,200,1,product_code,P346
-0.314675000000001,200,1,product_code,P347
-0.324675000000001,200,1,product_code,P348
-0.254675,200,1,product_code,P349
0.115325,200,1,product_code,P35
-0.584675000000001,200,1,product_code,P350
-0.344675000000001,200,1,product_code,P351
-0.384675000000001,200,1,product_code,P352
-0.254675000000001,200,1,product_code,P353
-0.774675,200,1,product_code,P354
-0.404675,200,1,product_code,P355
-0.234675,200,1,product_code,P356
-0.214675000000001,200,1,product_code,P357
-0.214675000000001,200,1,product_code,P358
-0.394675000000001,200,1,product_code,P359
0.135325,200,1,product_code,P36
-0.654675000000001,200,1,product_code,P360
-0.554675000000001,200,1,product_code,P361
-0.734675,200,1,product_code,P362
-0.284675,200,1,product_code,P363
-0.374675000000001,200,1,product_code,P364
-0.634675,200,1,product_code,P365
-0.644675000000001,200,1,product_code,P366
-0.224675000000001,200,1,product_code,P367
