effect,obs,comp,fe,idx
0.4323375,200,1,product_code,P66
0.4823375,200,1,product_code,P660
0.5323375,200,1,product_code,P661
0.5373375,200,1,product_code,P662
0.4873375,200,1,product_code,P663
0.6223375,200,1,product_code,P664
0.5373375,200,1,product_code,P665
0.5123375,200,1,product_code,P666
0.4573375,200,1,product_code,P667
0.6673375,200,1,product_code,P668
0.7023375,200,1,product_code,P669
0.4323375,200,1,product_code,P67
0.5373375,200,1,product_code,P670
0.4673375,200,1,product_code,P671
0.5423375,200,1,product_code,P672
0.4973375,200,1,product_code,P673
0.4873375,200,1,product_code,P674
0.5123375,200,1,product_code,P675
0.4823375,200,1,product_code,P676
0.5473375,200,1,product_code,P677
0.6123375,200,1,product_code,P678
0.5373375,200,1,product_code,P679
0.4423375,200,1,product_code,P68
0.5073375,200,1,product_code,P680
0.5123375,200,1,product_code,P681
0.5673375,200,1,product_code,P682
0.4923375,200,1,product_code,P683
0.4973375,200,1,product_code,P684
0.5523375,200,1,product_code,P685
0.5173375,200,1,product_code,P686
0.5573375,200,1,product_code,P687
0.4823375,200,1,product_code,P688
0.4773375,200,1,product_code,P689
0.4323375,200,1,product_code,P69
0.4673375,200,1,product_code,P690
0.4673375,200,1,product_code,P691
0.6073375,200,1,product_code,P692
0.6273375,200,1,product_code,P693
0.6323375,200,1,product_code,P694
0.4973375,200,1,product_code,P695
0.5473375,200,1,product_code,P696
0.6523375,200,1,product_code,P697
0.5273375,200,1,product_code,P698
0.6123375,200,1,product_code,P699
0.4323375,200,1,product_code,P7
0.4523375,200,1,product_code,P70
0.4973375,200,1,product_code,P700
0.5573375,200,1,product_code,P701
0.4573375,200,1,product_code,P702
0.4823375,200,1,product_code,P703
0.6073375,200,1,product_code,P704
0.5273375,200,1,product_code,P705
0.5473375,200,1,product_code,P706
0.4673375,200,1,product_code,P707
0.6173375,200,1,product_code,P708
0.4673375,200,1,product_code,P709
0.4373375,200,1,product_code,P71
0.6023375,200,1,product_code,P710
0.5823375,200,1,product_code,P711
0.5623375,200,1,product_code,P712
0.5423375,200,1,product_code,P713
0.5223375,200,1,product_code,P714
0.4973375,200,1,product_code,P715
0.5173375,200,1,product_code,P716
0.5023375,200,1,product_code,P717
0.4823375,200,1,product_code,P718
0.5823375,200,1,product_code,P719
0.4373375,200,1,product_code,P72
0.5473375,200,1,product_code,P720
0.5223375,200,1,product_code,P721
0.5073375,200,1,product_code,P722
0.5323375,200,1,product_code,P723
0.4873375,200,1,product_code,P724
0.6773375,200,1,product_code,P725
0.4673375,200,1,product_code,P726
0.5973375,200,1,product_code,P727
0.5473375,200,1,product_code,P728
0.6473375,200,1,product_code,P729
0.4323375,200,1,product_code,P73
0.5523375,200,1,product_code,P730
0.6673375,200,1,product_code,P731
0.4773375,200,1,product_code,P732
0.6223375,200,1,product_code,P733
0.5573375,200,1,product_code,P734
0.5823375,200,1,product_code,P735
0.5823375,200,1,product_code,P736
0.4723375,200,1,product_code,P737
0.5473375,200,1,product_code,P738
0.4873375,200,1,product_code,P739
0.4323375,200,1,product_code,P74
0.5923375,200,1,product_code,P740
0.6723375,200,1,product_code,P741
0.6723375,200,1,product_code,P742
0.6973375,200,1,product_code,P743
0.6573375,200,1,product_code,P744
0.6723375,200,1,product_code,P745
0.6773375,200,1,product_code,P746
0.9073375,200,1,product_code,P747
0.8073375,200,1,product_code,P748
0.5673375,200,1,product_code,P749
0.4373375,200,1,product_code,P75
0.6923375,200,1,product_code,P750
0.7723375,200,1,product_code,P751
0.8773375,200,1,product_code,P752
0.6023375,200,1,product_code,P753
0.8123375,200,1,product_code,P754
0.5873375,200,1,product_code,P755
0.6773375,200,1,product_code,P756
0.7123375,200,1,product_code,P757
0.7623375,200,1,product_code,P758
0.7273375,200,1,product_code,P759
0.4423375,200,1,product_code,P76
0.7123375,200,1,product_code,P760
0.6973375,200,1,product_code,P761
0.6373375,200,1,product_code,P762
0.7323375,200,1,product_code,P763
0.9073375,200,1,product_code,P764
0.8223375,200,1,product_code,P765
0.8073375,200,1,product_code,P766
0.8373375,200,1,product_code,P767
0.6773375,200,1,product_code,P768
0.6873375,200,1,product_code,P769
0.4423375,200,1,product_code,P77
0.8023375,200,1,product_code,P770
0.8823375,200,1,product_code,P771
0.7673375,200,1,product_code,P772
0.8373375,200,1,product_code,P773
0.6473375,200,1,product_code,P774
0.6623375,200,1,product_code,P775
0.6723375,200,1,product_code,P776
0.9073375,200,1,product_code,P777
0.6573375,200,1,product_code,P778
0.6773375,200,1,product_code,P779
0.4323375,200,1,product_code,P78
0.9073375,200,1,product_code,P780
0.6973375,200,1,product_code,P781
0.8373375,200,1,product_code,P782
0.6773375,200,1,product_code,P783
0.6873375,200,1,product_code,P784
0.6923375,200,1,product_code,P785
0.6173375,200,1,product_code,P786
0.9073375,200,1,product_code,P787
0.8373375,200,1,product_code,P788
0.7023375,200,1,product_code,P789
0.4573375,200,1,product_code,P79
0.7073375,200,1,product_code,P790
0.8823375,200,1,product_code,P791
0.6473375,200,1,product_code,P792
0.6273375,200,1,product_code,P793
0.6173375,200,1,product_code,P794
0.6923375,200,1,product_code,P795
0.6873375,200,1,product_code,P796
0.7423375,200,1,product_code,P797
0.6973375,200,1,product_code,P798
0.6123375,200,1,product_code,P799
0.4423375,200,1,product_code,P8
0.4823375,200,1,product_code,P80
0.8373375,200,1,product_code,P800
0.4373375,200,1,product_code,P81
0.4423375,200,1,product_code,P82
0.4323375,200,1,product_code,P83
0.4373375,200,1,product_code,P84
0.4623375,200,1,product_code,P85
0.4423375,200,1,product_code,P86
0.4523375,200,1,product_code,P87
0.4373375,200,1,product_code,P88
0.4373375,200,1,product_code,P89
0.4323375,200,1,product_code,P9
0.4523375,200,1,product_code,P90
0.4323375,200,1,product_code,P91
0.4323375,200,1,product_code,P92
0.4373375,200,1,product_code,P93
0.4473375,200,1,product_code,P94
0.4373375,200,1,product_code,P95
0.4373375,200,1,product_code,P96
0.4523375,200,1,product_code,P97
0.4373375,200,1,product_code,P98
0.4423375,200,1,product_code,P99
